SPCODE,OTU_NAME,COUNT,WT_G,T_FIELD,OPER_ID,VOYAGE_ID,SITE_ID,VYG_OPN_NO,SPECIES_BARCODE,FISH_NO,LENGTH_MM,WEIGHT_G,LENGTH_CODE,SEX_CODE,TISSUE,BIOLOGICALS_COMMENTS,FISH_COMMENTS,DISSECTED_AT_SEA_Y_N,
37296001,(null),12,4304,T,12,IN2023_V05,N1.2,12,10070054,9,290,161,FL,F,10080221,(null),(null),Y,
37296001,(null),12,4304,T,12,IN2023_V05,N1.2,12,10070054,10,285,143,FL,F,10080208,(null),(null),Y,
37038004,(null),9,3051,T,12,IN2023_V05,N1.2,12,10070058,1,363,458,TL,F,10080223,(null),(null),Y,
37038004,(null),9,3051,T,12,IN2023_V05,N1.2,12,10070058,2,282,513,TL,M,10080227,(null),(null),Y,
37038004,(null),9,3051,T,12,IN2023_V05,N1.2,12,10070058,3,371,235,TL,F,10080206,(null),(null),Y,
37038004,(null),9,3051,T,12,IN2023_V05,N1.2,12,10070058,4,274,234,TL,F,,2 pups, pups and animal frozen whole,(null),Y
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,1,464,1421,TL,M,10080261,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,2,491,1663,TL,M,10080283,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,3,386,780,TL,M,10080285,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,4,408,893,TL,M,10080287,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,5,426,1032,TL,F,10080234,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,6,475,1511,TL,M,10080237,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,7,640,3630,TL,F,10080240,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,8,561,2176,TL,M,10080243,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,9,445,1218,TL,M,10080246,(null),(null),Y,
37038001,(null),20,33430,T,12,IN2023_V05,N1.2,12,10070063,10,597,2620,TL,F,10080217,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,1,454,800,FL,F,10080276,Start of day 2, trawl station 3,(null),Y
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,2,389,534,FL,F,10080271,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,3,402,550,FL,M,10080266,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,4,350,356,FL,M,10080260,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,5,414,694,FL,F,10080252,stomach everted,(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,6,414,622,FL,F,10080352,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,7,471,916,FL,F,10080351,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,8,360,354,FL,M,10080347,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,9,339,274,FL,F,10080416,(null),(null),Y,
37296001,(null),165,70020,T,20,IN2023_V05,N3.2,20,10070069,10,332,320,FL,M,10080338,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,1,212,176,FL,F,10080370,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,2,204,167,FL,F,10080373,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,3,183,105,FL,(null),10080367,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,4,121,25,FL,M,10080346,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,5,114,22,FL,M,10080369,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,6,229,207,FL,M,10080336,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,7,205,149,FL,F,10080365,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,8,192,130,FL,F,10080362,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,9,193,109,FL,M,10080452,(null),(null),Y,
37287001,(null),24,2471,T,20,IN2023_V05,N3.2,20,10070094,10,177,103,FL,M,10080511,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,1,217,136,FL,F,10080337,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,2,209,134,FL,F,10080454,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,3,219,132,FL,F,10080453,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,4,212,114,FL,F,10080361,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,5,220,104,FL,F,10080334,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,6,216,128,FL,F,10080439,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,7,209,110,FL,U,10080420,no gonad,(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,8,211,124,FL,F,10080324,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,9,226,148,FL,F,10080306,(null),(null),Y,
37445006,(null),25,3024,T,20,IN2023_V05,N3.2,20,10070099,10,216,130,FL,M,10080314,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,1,338,393,TL,F,10080444,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,2,387,635,TL,F,10080478,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,3,358,425,TL,M,10080311,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,4,424,814,TL,F,10080301,developed eggs, no photo,(null),Y
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,5,371,512,TL,F,10080427,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,6,377,559,TL,F,10080463,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,7,334,459,TL,M,10080433,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,8,389,732,TL,F,10080319,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,9,389,575,TL,F,10080322,(null),(null),Y,
37038007,(null),53,19399,T,20,IN2023_V05,N3.2,20,10070102,10,372,520,TL,F,10080329,eggs in ovary, no photo,(null),Y
37038007,(null),1,314,T,22,IN2023_V05,N3.3,22,10070123,1,329,314,TL,M,10080317,shot 2,(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,3,225,158,FL,U,10080488,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,1,184,117,FL,F,10080442,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,2,156,58,FL,M,10080423,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,3,225,216,FL,M,10080473,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,4,155,61,FL,M,10080472,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,5,202,142,FL,M,10080470,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,6,192,124,FL,M,10080437,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,7,164,77,FL,F,10080446,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,8,169,82,FL,F,10080434,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,9,179,103,FL,M,10080464,(null),(null),Y,
37287001,(null),18,1576,T,22,IN2023_V05,N3.3,22,10070125,10,170,92,FL,F,10080494,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,4,215,126,FL,U,10080518,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,5,233,160,FL,U,10080493,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,6,233,144,FL,U,10080531,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,7,193,80,FL,U,10080295,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,8,204,128,FL,U,10080533,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,9,197,98,FL,(null),10080513,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,10,220,140,FL,U,10080358,(null),(null),Y,
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,11,194,92,FL,(null),10080289,undeveloped, not retained,(null),Y
37445006,(null),67,8954,T,22,IN2023_V05,N3.3,22,10070121,12,209,102,FL,(null),10080298,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,1,433,606,FL,M,10080600,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,2,339,266,FL,M,10080520,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,3,315,203,FL,F,10080584,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,4,424,563,FL,F,10080622,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,5,322,225,FL,F,10080619,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,6,379,371,FL,M,10080578,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,7,349,312,FL,M,10080545,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,8,391,511,FL,F,10080626,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,9,381,437,FL,M,10080558,(null),(null),Y,
37296001,(null),40,15914,T,22,IN2023_V05,N3.3,22,10070138,10,397,445,FL,M,10080617,(null),(null),Y,
37017008,(null),1,447,T,24,IN2023_V05,N3.1,24,10070139,1,475,447,TL,F,10080609,shot 3,(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,1,383,417,FL,M,10080564,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,2,368,349,FL,F,10080699,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,3,353,332,FL,M,10080529,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,4,343,291,FL,M,10080603,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,5,359,348,FL,M,10080688,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,6,447,699,FL,M,10080574,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,7,418,542,FL,F,10080697,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,8,422,557,FL,F,10080793,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,9,304,184,FL,M,10080594,(null),(null),Y,
37296001,(null),42,17387,T,24,IN2023_V05,N3.1,24,10070158,10,351,298,FL,F,10080583,(null),(null),Y,
37287001,(null),47,5064,T,24,IN2023_V05,N3.1,24,10070165,4,222,166,FL,F,10080772,(null),(null),Y,
37287001,(null),47,5064,T,24,IN2023_V05,N3.1,24,10070165,5,159,62,FL,F,10080739,(null),(null),Y,
37287001,(null),47,5064,T,24,IN2023_V05,N3.1,24,10070165,6,176,78,FL,U,10080752,no gonad,(null),Y,
37287001,(null),47,5064,T,24,IN2023_V05,N3.1,24,10070165,7,215,192,FL,(null),10080785,(null),(null),Y,
37287001,(null),47,5064,T,24,IN2023_V05,N3.1,24,10070165,8,188,106,FL,M,10080788,(null),(null),Y,
37038002,(null),5,1134,T,42,IN2023_V05,N7.1,42,10070338,1,354,346,TL,F,10081808,large embryo,(null),Y,
37038002,(null),5,1134,T,42,IN2023_V05,N7.1,42,10070338,2,226,148,TL,M,10080716,(null),(null),Y,
37038002,(null),5,1134,T,42,IN2023_V05,N7.1,42,10070338,3,292,343,TL,U,10081806,(null),(null),Y,
37038002,(null),5,1134,T,42,IN2023_V05,N7.1,42,10070338,4,231,172,TL,U,10081762,(null),(null),Y,
37038002,(null),5,1134,T,42,IN2023_V05,N7.1,42,10070338,5,213,125,TL,M,10081788,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,1,592,2700,TL,M,10081772,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,2,520,2023,TL,M,10081802,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,3,619,3328,TL,M,10081781,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,4,550,2203,TL,F,10081244,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,5,427,932,TL,M,10081830,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,6,409,833,TL,M,10081844,(null),(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,7,353,489,TL,F,10081771,immature,(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,8,367,602,TL,F,10081248,immature,(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,9,324,387,TL,F,10081841,immature,(null),Y,
37038001,(null),11,14524,T,42,IN2023_V05,N7.1,42,10070343,10,374,569,TL,M,10081310,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,1,289,202,TL,F,10081599,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,2,281,232,TL,M,10081557,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,3,286,216,TL,M,10081617,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,4,255,160,TL,M,10081558,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,5,375,500,TL,F,10081600,immature,(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,6,254,175,TL,M,10081511,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,7,299,271,TL,M,10081585,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,8,291,251,TL,M,10081526,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,9,285,197,TL,F,10081587,(null),(null),Y,
37038004,(null),13,3193,T,42,IN2023_V05,N7.1,42,10070344,10,241,142,TL,M,10081551,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,1,466,300,FL,(null),10081589,shot2,(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,2,447,274,FL,(null),10081503,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,3,457,318,FL,(null),10081619,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,4,446,272,FL,(null),10081506,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,5,432,240,FL,(null),10081533,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,6,457,306,FL,(null),10081536,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,7,396,218,FL,(null),10081566,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,8,421,250,FL,(null),10081563,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,9,451,272,FL,(null),10081560,(null),(null),Y,
37227001,(null),1118,301121,T,43,IN2023_V05,N7.2,43,10070345,10,447,282,FL,(null),10081504,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,1,373,904,FL,F,10081722,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,2,372,915,FL,F,10081662,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,3,365,852,FL,M,10081694,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,4,325,636,FL,F,10081721,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,5,387,980,FL,F,10081633,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,6,359,826,FL,M,10081856,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,7,344,806,FL,F,10081719,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,8,340,743,FL,F,10081663,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,9,336,686,FL,F,10081727,(null),(null),Y,
37377003,(null),49,32885,T,43,IN2023_V05,N7.2,43,10070362,10,281,434,FL,F,10081559,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,1,502,970,FL,F,10081720,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,2,537,1184,FL,F,10081718,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,3,487,828,FL,F,10081553,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,4,456,666,FL,F,10081626,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,5,409,466,FL,F,10081824,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,6,459,738,FL,F,10081768,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,7,463,738,FL,F,10081525,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,8,506,938,FL,F,10081682,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,9,502,865,FL,F,10081552,(null),(null),Y,
37296001,(null),47,46623,T,43,IN2023_V05,N7.2,43,10070367,10,446,616,FL,F,10081859,(null),(null),Y,
37228002,(null),7,7148,T,43,IN2023_V05,N7.2,43,10070347,1,592,854,FL,F,10081764,immature,(null),Y,
37228002,(null),7,7148,T,43,IN2023_V05,N7.2,43,10070347,2,633,1380,FL,F,10081757,immature,(null),Y,
37228002,(null),7,7148,T,43,IN2023_V05,N7.2,43,10070347,3,592,1058,FL,F,10081845,immature,(null),Y,
37228002,(null),7,7148,T,43,IN2023_V05,N7.2,43,10070347,4,558,824,FL,M,10081481,immature,(null),Y,
37228002,(null),7,7148,T,43,IN2023_V05,N7.2,43,10070347,5,673,1614,FL,F,10081448,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,1,282,369,FL,M,10081477,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,2,311,535,FL,F,10081451,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,3,256,285,FL,U,10081421,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,4,266,315,FL,F,10081761,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,5,266,320,FL,M,10081389,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,6,225,177,FL,F,10081420,immature,(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,7,231,191,FL,M,10081484,(null),(null),Y,
37038004,(null),90,14707,T,68,IN2023_V05,N11.2,68,10070609,9,223,95,TL,F,10082252,(null),(null),Y,
37038004,(null),90,14707,T,68,IN2023_V05,N11.2,68,10070609,10,327,293,TL,M,10082152,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,1,228,140,FL,(null),10082157,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,2,211,126,FL,(null),10082259,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,3,200,108,FL,(null),10082251,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,4,208,118,FL,(null),10082156,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,5,214,136,FL,(null),10082261,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,6,222,142,FL,(null),10082264,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,7,209,108,FL,(null),10082123,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,8,202,110,FL,(null),10082273,(null),(null),Y,
37445006,(null),9,1168,T,68,IN2023_V05,N11.2,68,10070619,9,224,180,FL,(null),10082236,(null),(null),Y,
37038001,(null),7,4792,T,68,IN2023_V05,N11.2,68,10070620,1,531,1784,TL,M,10082159,(null),(null),Y,
37038001,(null),7,4792,T,68,IN2023_V05,N11.2,68,10070620,2,531,648,TL,F,10082184,(null),(null),Y,
37038001,(null),7,4792,T,68,IN2023_V05,N11.2,68,10070620,3,436,862,TL,F,10082185,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,1,299,325,TL,M,10082177,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,2,386,415,TL,F,10082151,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,3,318,102,TL,F,10082497,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,4,236,99,TL,M,10082530,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,5,293,134,TL,M,10082559,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,6,275,117,TL,M,10082586,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,7,265,124,TL,M,10082560,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,8,274,143,TL,M,10082589,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,9,270,101,TL,F,10082591,(null),(null),Y,
37038007,(null),25,4314,T,68,IN2023_V05,N11.2,68,10070624,10,314,431,TL,M,10082211,(null),(null),Y,
37038014,(null),2,5472,T,68,IN2023_V05,N11.2,68,10070621,1,582,2506,TL,F,10082150,eggs,(null),Y,
37038014,(null),2,5472,T,68,IN2023_V05,N11.2,68,10070621,2,619,2966,TL,M,10082213,(null),(null),Y,
37038002,(null),1,166,T,68,IN2023_V05,N11.2,68,10070626,1,198,166,TL,M,10082526,(null),(null),Y,
37377003,(null),1,162,T,68,IN2023_V05,N11.2,68,10070631,1,220,162,FL,(null),10082558,otolith with tissue,(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,1,898,3660,FL,(null),10084934,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,2,839,3080,FL,(null),10084969,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,3,850,3120,FL,(null),10084963,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,4,883,3620,FL,(null),10084913,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,5,796,2560,FL,(null),10084939,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,6,545,780,FL,(null),10085167,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,7,608,1160,FL,(null),10084958,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,8,1250,11440,FL,(null),10084943,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,9,1150,9540,FL,(null),10084927,(null),(null),Y,
37228002,(null),11,54420,T,199,IN2023_V05,N21.1,199,10071733,10,930,5060,FL,(null),10085005,(null),(null),Y,
37440002,(null),5,552,T,199,IN2023_V05,N21.1,199,10071734,1,531,114,FL,(null),10084660,(null),(null),Y,
37440002,(null),5,552,T,199,IN2023_V05,N21.1,199,10071734,2,510,84,FL,(null),10084898,(null),(null),Y,
37440002,(null),5,552,T,199,IN2023_V05,N21.1,199,10071734,3,507,102,FL,(null),10084961,(null),(null),Y,
37440002,(null),5,552,T,199,IN2023_V05,N21.1,199,10071734,4,576,142,FL,(null),10084931,(null),(null),Y,
37440002,(null),5,552,T,199,IN2023_V05,N21.1,199,10071734,5,531,110,FL,(null),10084871,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,1,125,28,FL,(null),10084903,bagged whole for all biologicals,(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,2,156,58,FL,(null),10084923,bagged whole for all biologicals,(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,3,162,73,FL,(null),10084933,bagged whole for all biologicals,(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,4,197,125,FL,(null),10084873,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,5,231,231,FL,(null),10084936,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,6,277,342,FL,(null),10084906,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,7,322,517,FL,(null),10084926,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,8,387,926,FL,(null),10084928,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,9,408,1175,FL,(null),10084868,(null),(null),Y,
37287093,(null),36,12533,T,199,IN2023_V05,N21.1,199,10071736,10,401,1039,FL,(null),10084952,(null),(null),Y,
37227001,(null),73,15955,T,199,IN2023_V05,N21.1,199,10071737,1,905,3820,FL,(null),10084907,(null),(null),Y,
37227001,(null),73,15955,T,199,IN2023_V05,N21.1,199,10071737,2,635,809,FL,(null),10084937,(null),(null),Y,
