SPCODE,SITE_ID,LENGTH_MM,TISSUE,BIOLOGICALS_COMMENTS,SCIENTIFIC_NAME,COMMON_NAME,choose,Species_size
37228002,N21.1,898,10084934,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,839,10084969,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,850,10084963,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,883,10084913,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,796,10084939,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,545,10085167,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,608,10084958,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,1250,10084943,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,1150,10084927,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N21.1,930,10085005,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37227001,N21.1,905,10084907,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,635,10084937,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,575,10084967,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,350,10084904,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,327,10084965,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,314,10084875,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,342,10084905,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,316,10084935,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,341,10084876,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N21.1,331,10084964,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37439002,N21.1,428,10085159,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.1,424,10085069,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.1,407,10085021,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.1,410,10084991,(null),Rexea solandri,Gemfish,y,Rexea solandri
37445006,N21.1,499,10085078,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,393,10085085,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,321,10085022,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,507,10085065,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,358,10085137,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,369,10085200,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,427,10085095,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,356,10085098,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,344,10084992,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.1,411,10085039,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37287001,N21.3,250,10084664,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N21.3,206,10084724,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37296001,N21.3,428,10084924,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,497,10084900,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,330,10084892,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,493,10084950,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,449,10084920,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,442,10084715,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,515,10084867,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,438,10084682,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,462,10084862,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N21.3,379,10084891,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37439002,N21.3,256,10084695,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,264,10084662,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,258,10084639,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,270,10084672,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,269,10084699,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,240,10084670,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,253,10084640,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,246,10084730,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,264,10084701,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N21.3,257,10084668,(null),Rexea solandri,Gemfish,y,Rexea solandri
37445006,N21.3,213,10084636,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,220,10084686,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,228,10084719,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,218,10084729,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,220,10084691,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,221,10084658,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,218,10084629,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,216,10084633,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,221,10084667,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N21.3,233,10084643,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37228002,N21.3,428,10084921,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37445006,N23.1,309,10083989,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,310,10083706,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,319,10083766,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,289,10083482,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,314,10083760,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,293,10083997,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,297,10084454,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,303,10084422,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,318,10084451,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.1,294,10084215,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37439002,N23.1,258,10083777,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,251,10083805,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,250,10084274,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,278,10084216,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,244,10084218,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,271,10084220,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,255,10084276,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,278,10083715,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,271,10084037,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.1,276,10083974,(null),Rexea solandri,Gemfish,y,Rexea solandri
37227001,N23.1,311,10083851,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,416,10083824,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,335,10083821,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,338,10083915,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,428,10083847,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,357,10084482,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,330,10083849,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,307,10084395,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,326,10083817,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.1,447,10083814,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37296001,N23.2,520,10084704,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37445006,N23.2,295,10084683,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.2,253,10084711,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.2,276,10083698,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.2,295,10083773,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.2,304,10084040,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.2,281,10083918,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.2,308,10083858,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37228002,N23.2,573,10084624,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N23.2,462,10083886,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37227001,N23.2,612,10084535,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,438,10084505,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,304,10084705,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,446,10084564,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,307,10084501,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,355,10084531,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,326,10084561,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N23.2,440,10084591,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37439002,N23.2,277,10084537,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,266,10084599,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,288,10084536,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,269,10084571,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,283,10084606,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,279,10084598,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,277,10084546,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,265,10084573,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,257,10084517,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N23.2,255,10084425,(null),Rexea solandri,Gemfish,y,Rexea solandri
37296001,N23.2,502,10084710,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,513,10084650,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,618,10084540,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,550,10084510,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,582,10084706,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,583,10084565,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,580,10084592,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,558,10084596,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N23.2,558,10084648,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37038004,N23.3,284,10084192,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N23.3,288,10084249,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N23.3,338,10084191,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N23.3,353,10084188,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N23.3,275,10084253,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37445006,N23.3,241,10084307,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,261,10084330,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,235,10084329,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,216,10084301,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,218,10084323,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,241,10084324,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,224,10084292,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,259,10084258,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,242,10084288,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N23.3,262,10084224,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37287001,N23.3,213,10084352,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,263,10084290,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,198,10084290,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,224,10084299,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,250,10084328,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,267,10084360,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,209,10084357,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,215,10084337,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,256,10084226,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N23.3,207,10084282,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N25.3,156,NA,whole fish,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37439002,N25.3,281,10084212,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,242,10084187,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,279,10084277,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,265,10084178,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,256,10084238,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,251,10084206,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,242,10083860,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,243,10083966,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,254,10083938,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N25.3,236,10084416,(null),Rexea solandri,Gemfish,y,Rexea solandri
37038004,N25.3,338,10084497,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,328,10084439,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,311,10084407,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,306,10084464,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,271,10084499,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,317,10084435,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,284,10084495,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,272,10083901,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,316,10083968,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N25.3,281,10084476,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37330014,N25.3,225,10083874,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,183,10084412,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,181,10084475,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,171,10084472,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,172,10084443,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,195,10084410,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,166,10084408,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,186,10084404,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,189,10084384,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37330014,N25.3,197,10084409,(null),Sillago flindersi,Eastern School Whiting,y,Sillago flindersi
37296001,N25.3,400,10084480,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N25.3,364,10084478,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N25.3,298,10084449,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N25.3,451,10084414,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N25.3,402,10083701,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N25.3,429,10084411,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N25.3,282,10084444,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N25.3,295,10084417,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N25.3,327,10084239,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N25.3,459,10083830,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37439002,N27.1,266,10083939,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,286,10083999,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,264,10083872,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,264,10083900,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,264,10083840,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,241,10083845,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,260,10084001,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,276,10084176,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N27.1,250,10083920,(null),Rexea solandri,Gemfish,y,Rexea solandri
37296001,N27.1,392,10084049,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37445006,N27.1,227,10084031,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,220,10083863,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,203,10084241,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,200,10084170,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,199,10084263,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,191,10084260,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,197,10084235,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,193,10084202,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N27.2,196,10083861,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37296001,N27.2,401,10084046,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N27.2,337,10084231,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37439002,N27.2,270,10084264,(null),Rexea solandri,Gemfish,y,Rexea solandri
37227001,N31.1,435,10084006,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,400,10083581,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,416,10083894,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,327,10083837,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,419,10083965,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,285,10084057,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,418,10084147,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,412,10083667,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,419,10083995,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.1,340,10084270,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37439002,N31.1,380,10084041,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,260,10083947,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,262,10084315,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,265,10083637,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,242,10084311,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,239,10083925,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,257,10083838,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,249,10083928,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,261,10083986,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N31.1,256,10083867,(null),Rexea solandri,Gemfish,y,Rexea solandri
37228002,N31.1,495,10083865,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N31.2,930,10084333,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N31.2,658,10084372,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N31.2,795,10084310,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37228002,N31.2,603,10084371,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37439002,N31.2,280,10084081,(null),Rexea solandri,Gemfish,y,Rexea solandri
37227001,N31.2,418,10083975,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,460,10084036,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,420,10083977,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,596,10084032,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,622,10083945,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,475,10084143,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,410,10084348,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,420,10083610,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,436,10083949,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37227001,N31.2,329,10084347,(null),Macruronus novaezelandiae,Blue Grenadier,y,Macruronus novaezelandiae
37445006,N31.3,264,10084376,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N31.3,258,10084021,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N31.3,277,10083931,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37296001,N31.3,529,10083716,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N31.3,550,10083774,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N31.3,487,10083719,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N31.3,501,10083806,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N31.3,578,10083993,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N31.3,488,10084023,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N31.3,576,10084020,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37445006,N33.1,262,10081901,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,255,10081949,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,212,10081878,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,249,10081931,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,261,10082345,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,249,10082344,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,220,10081883,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,213,10081897,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,242,10081365,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N33.1,215,10081918,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37296001,N33.1,340,10082475,TRAWL  No 2,Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.1,399,10082900,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.1,418,10082696,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37439002,N33.1,252,10081886,(null),Rexea solandri,Gemfish,y,Rexea solandri
